name,location,rating,votes,cost,cuisines,cluster,segment
Parimala Sweets,Banashankari,3.5,14,200.0,"Mithai, Street Food",0,Underperformers
Vaishali Deluxe,Banashankari,3.8,42,700.0,"North Indian, Chinese",1,Budget crowd-pleasers
The Big O Bakes,Banashankari,4.0,66,300.0,"Bakery, Desserts",1,Budget crowd-pleasers
Meghana Foods,Jayanagar,4.4,4401,600.0,"Biryani, North Indian, Chinese",3,Star restaurants
Krishna Sagar,Banashankari,3.5,31,200.0,North Indian,0,Underperformers
Dessert Rose,Banashankari,3.5,7,500.0,Desserts,0,Underperformers
Chickpet Donne Biryani House,Banashankari,3.7,21,250.0,Biryani,1,Budget crowd-pleasers
Thanco's Natural Ice Creams,Banashankari,3.2,9,300.0,Ice Cream,0,Underperformers
Nandhini Deluxe,Banashankari,2.6,283,600.0,North Indian,0,Underperformers
Vi Ra's Bar and Restaurant,Banashankari,3.3,62,800.0,"South Indian, North Indian, Chinese",0,Underperformers
Kaggis,Banashankari,3.8,64,250.0,"Fast Food, Bakery",1,Budget crowd-pleasers
Ayda Persian Kitchen,Banashankari,3.7,39,950.0,"North Indian, Iranian",1,Budget crowd-pleasers
Chatar Patar,Banashankari,3.7,65,300.0,"Fast Food, Street Food",1,Budget crowd-pleasers
Polar Bear,Basavanagudi,3.8,71,400.0,"Ice Cream, Desserts, Beverages, Sandwich",1,Budget crowd-pleasers
Kidambi's Kitchen,Banashankari,3.5,52,300.0,South Indian,0,Underperformers
Mane Thindi,Banashankari,3.7,130,200.0,South Indian,1,Budget crowd-pleasers
Kotian Karavali Restaurant,Banashankari,3.5,10,300.0,"South Indian, Biryani",0,Underperformers
Floured-Baked With Love,Banashankari,3.8,45,400.0,Bakery,1,Budget crowd-pleasers
CAFE NOVA,Banashankari,3.2,11,600.0,"Cafe, Bakery",0,Underperformers
Cakes & Slices,Banashankari,3.5,13,300.0,"Bakery, Desserts",0,Underperformers
Spice 9,Banashankari,3.4,8,300.0,"Biryani, North Indian, Chinese, Fast Food",0,Underperformers
Naveen Kabab & Biriyani Mane,Banashankari,3.2,9,300.0,Biryani,0,Underperformers
Katriguppe Donne Biryani,Banashankari,3.2,4,300.0,North Indian,0,Underperformers
Atithi Point Ande Ka Funda,Banashankari,3.1,29,150.0,North Indian,0,Underperformers
Just Bake,Banashankari,3.4,8,400.0,"Bakery, Desserts",0,Underperformers
K27 - The Pub,Banashankari,3.1,30,1000.0,"Chinese, North Indian",0,Underperformers
Bengaluru Coffee House,Banashankari,4.1,201,300.0,"South Indian, North Indian, Chinese, Street Food",1,Budget crowd-pleasers
New Mangalore Lunch Home,Banashankari,3.3,7,200.0,"Mangalorean, South Indian, North Indian",0,Underperformers
Coffee Bytes,Banashankari,3.1,6,100.0,"Fast Food, South Indian",0,Underperformers
Parjanya Chat Zone,Banashankari,3.3,17,200.0,"Street Food, Fast Food",0,Underperformers
Kwality Wall's Swirl's Happiness Station,Banashankari,2.9,25,200.0,"Ice Cream, Desserts",0,Underperformers
Ruchi Maayaka,Banashankari,3.3,8,100.0,South Indian,0,Underperformers
Anna Kuteera,Banashankari,4.0,771,450.0,"South Indian, North Indian, Chinese",1,Budget crowd-pleasers
Darbar,Banashankari,3.0,98,800.0,"North Indian, Chinese",0,Underperformers
Vijayalakshmi,Basavanagudi,3.9,47,200.0,South Indian,1,Budget crowd-pleasers
Sri Udupi Food Hub,Jayanagar,4.1,175,500.0,"South Indian, North Indian, Chinese, Beverages",1,Budget crowd-pleasers
Udupi Upahar,Banashankari,3.8,58,300.0,"South Indian, Chinese, North Indian, Juices",1,Budget crowd-pleasers
House Of Kebabs,Basavanagudi,3.8,540,650.0,"North Indian, Kebab, Biryani, Chinese",1,Budget crowd-pleasers
Roll N Rock,Kumaraswamy Layout,3.8,124,400.0,"Chinese, North Indian, Mughlai, Rolls",1,Budget crowd-pleasers
BOX8- Desi Meals,Banashankari,4.1,340,500.0,"North Indian, Mughlai, Fast Food",1,Budget crowd-pleasers
KFC,Banashankari,3.8,505,450.0,"Burger, Fast Food",1,Budget crowd-pleasers
Roll Over,Jayanagar,4.1,438,500.0,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",1,Budget crowd-pleasers
Imperial Restaurant,Mysore Road,3.7,264,750.0,"North Indian, Chinese, Biryani, Beverages",1,Budget crowd-pleasers
Lassi Shop,Kumaraswamy Layout,3.9,169,150.0,"Beverages, Juices, Ice Cream",1,Budget crowd-pleasers
The Fortuna,Kumaraswamy Layout,3.0,67,250.0,"North Indian, Chinese",0,Underperformers
Wahab,Jayanagar,3.7,97,350.0,"North Indian, Mughlai, Chinese",1,Budget crowd-pleasers
Al Diwan Biryanis And More,Basavanagudi,3.3,12,300.0,Biryani,0,Underperformers
New Gowda's Fried Chicken,Banashankari,3.3,12,300.0,Biryani,0,Underperformers
Canton,Jayanagar,3.6,195,800.0,"Chinese, Seafood, Biryani",1,Budget crowd-pleasers
Diabetics Dezire Sugarless Sweets and Bakes,Basavanagudi,3.3,13,300.0,"Desserts, Mithai",0,Underperformers
The Blue Wagon - Kitchen,Jayanagar,4.6,228,400.0,"Cafe, Beverages",1,Budget crowd-pleasers
HOT COFFEE,Basavanagudi,4.1,70,150.0,"South Indian, Chinese",1,Budget crowd-pleasers
Patio 805,Jayanagar,4.1,364,1200.0,"Thai, Vietnamese, Asian, Chinese",2,Hidden gems
Lassi Corner,Basavanagudi,3.7,107,150.0,"Beverages, Ice Cream",1,Budget crowd-pleasers
Sagar Deluxe,Kumaraswamy Layout,3.2,167,300.0,"South Indian, North Indian, Chinese, Juices",0,Underperformers
Kanti Sweets,Banashankari,4.0,115,400.0,"Mithai, Street Food",1,Budget crowd-pleasers
Vegetalia,Banashankari,3.7,27,400.0,"Italian, Pizza",1,Budget crowd-pleasers
Aramane Donne Biryani,Banashankari,3.5,57,200.0,Biryani,0,Underperformers
Ande Ka Funda,Banashankari,3.8,120,250.0,"North Indian, Fast Food, Rolls",1,Budget crowd-pleasers
Cake Ghar,Basavanagudi,3.8,15,400.0,Bakery,1,Budget crowd-pleasers
Energy Addaa,Basavanagudi,4.2,64,500.0,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",1,Budget crowd-pleasers
Bhattara Bhojana,Banashankari,3.6,66,150.0,South Indian,1,Budget crowd-pleasers
Tandoori Knight,Banashankari,3.0,290,450.0,"North Indian, Chinese, Biryani, Kebab",0,Underperformers
Dev Sagar - Food Street,Basavanagudi,4.1,233,200.0,Street Food,1,Budget crowd-pleasers
Mitraa Da Pizza,Kumaraswamy Layout,3.8,115,250.0,"Fast Food, Pizza",1,Budget crowd-pleasers
Paradise Premium,Banashankari,3.1,119,700.0,"Biryani, Andhra, Hyderabadi, North Indian",0,Underperformers
Grazers,Jayanagar,3.9,291,650.0,"Cafe, Burger, Continental, Italian, Desserts",1,Budget crowd-pleasers
Shakes Theory,Jayanagar,4.5,155,300.0,"Beverages, Sandwich",1,Budget crowd-pleasers
@Italy,Kumaraswamy Layout,4.1,305,700.0,Italian,1,Budget crowd-pleasers
Chilli Flakes,Banashankari,3.6,46,500.0,"Fast Food, Italian, Beverages",1,Budget crowd-pleasers
Calcutta Cafe,Kumaraswamy Layout,3.5,45,350.0,"Bengali, Chinese, Sandwich",0,Underperformers
Old Mumbai Ice Cream,Banashankari,3.9,38,150.0,Ice Cream,1,Budget crowd-pleasers
Donne Biriyani House,Banashankari,3.9,441,400.0,"South Indian, North Indian, Chinese, Biryani",1,Budget crowd-pleasers
By 2 Coffee,Basavanagudi,3.9,25,100.0,South Indian,1,Budget crowd-pleasers
Kedia's Fun Food,Jayanagar,4.3,630,200.0,"North Indian, Street Food, Juices",1,Budget crowd-pleasers
Davangere Butter Dosa Hotel,Kumaraswamy Layout,3.8,25,150.0,South Indian,1,Budget crowd-pleasers
Just Shawarma,Kumaraswamy Layout,3.9,160,300.0,Arabian,1,Budget crowd-pleasers
Mini Punjabi Dhaba,Banashankari,4.2,287,350.0,North Indian,1,Budget crowd-pleasers
Mulabagilu Dosa,Basavanagudi,3.6,11,100.0,South Indian,1,Budget crowd-pleasers
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Banashankari,4.1,402,500.0,Cafe,1,Budget crowd-pleasers
Gokul Veg,Basavanagudi,3.8,469,750.0,"North Indian, Chinese, Beverages",1,Budget crowd-pleasers
Olive - Era,Kumaraswamy Layout,3.3,511,550.0,"BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",0,Underperformers
Udupi Ruchi,Banashankari,3.9,57,200.0,"South Indian, North Indian, Chinese, Street Food",1,Budget crowd-pleasers
Madhappa Hindu Military Hotel,Banashankari,3.4,14,300.0,South Indian,0,Underperformers
Gama Gama,Banashankari,3.9,264,200.0,South Indian,1,Budget crowd-pleasers
The Vintage Cafe,Banashankari,3.0,62,400.0,"Cafe, French, North Indian",0,Underperformers
Pizza Hut,Banashankari,3.8,693,750.0,"Pizza, Fast Food",1,Budget crowd-pleasers
Mangalore Pearl,Jayanagar,3.8,242,650.0,"Mangalorean, Seafood, Chinese, Biryani",1,Budget crowd-pleasers
Asha Sweets Centre,Basavanagudi,3.6,27,250.0,Fast Food,1,Budget crowd-pleasers
Twiststick House,Basavanagudi,4.1,163,500.0,"Continental, Fast Food, Street Food, Momos",1,Budget crowd-pleasers
Cool Corner,Basavanagudi,4.2,191,250.0,"Street Food, Fast Food",1,Budget crowd-pleasers
Pizza Mane,Banashankari,3.5,32,150.0,"Pizza, Sandwich, Burger, Fast Food",0,Underperformers
Dal Tadkaa,Banashankari,2.5,247,500.0,North Indian,0,Underperformers
Chutney Chang,Jayanagar,4.1,2339,1500.0,"North Indian, Chinese, BBQ",2,Hidden gems
Mystique Palate,Jayanagar,4.1,337,300.0,"Chinese, Fast Food",1,Budget crowd-pleasers
Thamboola,Banashankari,3.9,135,800.0,"North Indian, Chinese, Continental",1,Budget crowd-pleasers
Castle Rock,Uttarahalli,3.6,172,700.0,"North Indian, Chinese",1,Budget crowd-pleasers
Vietnamese Kitchen,Banashankari,3.6,105,700.0,Vietnamese,1,Budget crowd-pleasers
Smacznego,Banashankari,4.2,504,550.0,"Cafe, Mexican, Italian, Momos, Beverages",1,Budget crowd-pleasers
C Corner,Kumaraswamy Layout,3.2,36,200.0,"Fast Food, Street Food",0,Underperformers
Paratha Merchant,Kumaraswamy Layout,3.1,39,300.0,North Indian,0,Underperformers
North Rasoe,Kumaraswamy Layout,3.1,5,500.0,"North Indian, Chinese, Biryani, Kebab",0,Underperformers
Toscano,Jayanagar,4.3,1129,1300.0,"Italian, Salad",2,Hidden gems
Lord Of The Kitchen,Kumaraswamy Layout,3.9,56,350.0,"North Indian, Chinese",1,Budget crowd-pleasers
Stoned Monkey,Banashankari,4.3,860,500.0,"Desserts, Ice Cream",1,Budget crowd-pleasers
Central Jail Restaurant,Jayanagar,3.8,412,700.0,"Andhra, Seafood, North Indian, Chinese",1,Budget crowd-pleasers
Bella,Jayanagar,3.9,142,1000.0,"Mangalorean, Seafood, South Indian",1,Budget crowd-pleasers
Vennela Andhra Meals,Jayanagar,3.0,23,400.0,Andhra,0,Underperformers
New Prashanth Hotel,Jayanagar,3.6,143,750.0,"South Indian, Biryani, Chinese, North Indian",1,Budget crowd-pleasers
The Grillo,Jayanagar,2.8,80,500.0,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",0,Underperformers
Re Malnad Nati Style Hotel,JP Nagar,3.6,16,400.0,South Indian,1,Budget crowd-pleasers
Karma Kaapi,Jayanagar,4.4,181,250.0,"Beverages, Tea",1,Budget crowd-pleasers
Tiwari's,Jayanagar,3.8,70,200.0,"North Indian, Street Food",1,Budget crowd-pleasers
Pizza Stop,Basavanagudi,3.8,164,600.0,"Pizza, Italian",1,Budget crowd-pleasers
Biggies Burger 'n' More,Kumaraswamy Layout,3.6,58,650.0,"Cafe, Burger, Beverages",1,Budget crowd-pleasers
Srinathji's Cafe,Basavanagudi,3.8,148,550.0,"North Indian, Cafe, Chinese, Fast Food",1,Budget crowd-pleasers
Kollapuri's,Basavanagudi,3.9,206,450.0,"South Indian, Mangalorean",1,Budget crowd-pleasers
Kadamba Classic,Mysore Road,3.6,16,300.0,South Indian,1,Budget crowd-pleasers
RS Shiv Sagar,Basavanagudi,3.7,217,450.0,"North Indian, Chinese, South Indian, Fast Food, Juices",1,Budget crowd-pleasers
Kholi Mane,Basavanagudi,3.6,46,450.0,"Andhra, South Indian, Biryani, North Indian",1,Budget crowd-pleasers
Harshi Super Sandwich,Basavanagudi,3.8,148,150.0,"Fast Food, Street Food",1,Budget crowd-pleasers
Cake Yard,Basavanagudi,3.4,30,250.0,Desserts,0,Underperformers
Rosewood International Hotel - Bar & Restaurant,Mysore Road,3.6,8,800.0,"North Indian, South Indian, Andhra, Chinese",1,Budget crowd-pleasers
Sri Udupi Veg,Jayanagar,3.3,4,250.0,South Indian,0,Underperformers
Cake Art,Basavanagudi,3.5,15,400.0,Bakery,0,Underperformers
Potato House,Uttarahalli,3.4,9,200.0,Street Food,0,Underperformers
Matru Sagar,Mysore Road,3.7,31,300.0,"South Indian, North Indian",1,Budget crowd-pleasers
Ugadi,Jayanagar,2.9,177,700.0,"North Indian, Chinese, Biryani, Andhra, Mangalorean",0,Underperformers
Sri Krishna Sweets,Basavanagudi,3.7,22,250.0,"Mithai, Desserts",1,Budget crowd-pleasers
In Time Cane Juice,Kumaraswamy Layout,3.5,10,100.0,"Juices, Beverages",0,Underperformers
Subway,Banashankari,3.7,136,600.0,"Salad, Fast Food",1,Budget crowd-pleasers
Daal Roti,Kumaraswamy Layout,2.9,35,250.0,"North Indian, Chinese",0,Underperformers
The Lassi Park,Jayanagar,4.1,185,200.0,"Juices, Desserts",1,Budget crowd-pleasers
Cafe Coffee Day,Jayanagar,3.2,17,900.0,"Cafe, Fast Food",0,Underperformers
A2B - Adyar Ananda Bhavan,Mysore Road,3.8,155,400.0,"South Indian, North Indian, Chinese, Street Food",1,Budget crowd-pleasers
Srikrishna Bhavan,Banashankari,3.8,42,300.0,"South Indian, North Indian, Chinese",1,Budget crowd-pleasers
Timepass Dinner,Basavanagudi,3.8,286,600.0,North Indian,1,Budget crowd-pleasers
Green Gardenia,Banashankari,3.8,160,700.0,"North Indian, Chinese",1,Budget crowd-pleasers
J Spice,Banashankari,3.8,59,750.0,"North Indian, Chinese",1,Budget crowd-pleasers
Karavali Family Restaurant,Jayanagar,3.5,90,500.0,"Seafood, Biryani, South Indian, North Indian, Chinese",0,Underperformers
Karavali Lunch Home,Kumaraswamy Layout,3.7,51,350.0,"South Indian, Mangalorean",1,Budget crowd-pleasers
Hatti Kaapi,Jayanagar,4.0,89,200.0,"South Indian, Beverages",1,Budget crowd-pleasers
Kolkata Kathi Roll's,Banashankari,3.6,18,250.0,"Fast Food, Rolls",1,Budget crowd-pleasers
Upahara Darshini,Basavanagudi,3.9,40,600.0,"North Indian, Chinese, South Indian, Fast Food",1,Budget crowd-pleasers
The Chaat Shop,Basavanagudi,2.5,35,200.0,Fast Food,0,Underperformers
Anda Ka Funda,Jayanagar,3.4,89,250.0,"North Indian, Chinese, Rolls",0,Underperformers
Shri Vinayaka Ice N Juice,Basavanagudi,3.2,11,150.0,"Beverages, Fast Food",0,Underperformers
My Tea House,Banashankari,3.6,62,600.0,"Italian, Fast Food, Cafe, European",1,Budget crowd-pleasers
Ibaco,Jayanagar,3.9,33,300.0,Desserts,1,Budget crowd-pleasers
Jalaram Sweets,Jayanagar,3.8,32,250.0,"Desserts, Mithai",1,Budget crowd-pleasers
Samskruti - Sanman Gardenia,Jayanagar,4.1,139,550.0,"North Indian, Chinese, South Indian",1,Budget crowd-pleasers
Bendakaluru Bytes,Vijay Nagar,3.2,154,300.0,Fast Food,0,Underperformers
Cocoa Bakes,Banashankari,3.6,14,350.0,"Bakery, Desserts",1,Budget crowd-pleasers
Chumma Delicious,Banashankari,3.7,237,200.0,"South Indian, Fast Food",1,Budget crowd-pleasers
New Prashanth Hotel,Banashankari,3.9,388,650.0,"Biryani, North Indian, Seafood, Andhra",1,Budget crowd-pleasers
Dwaraka Grand,Kumaraswamy Layout,3.9,128,500.0,"South Indian, Chinese, Street Food, Juices",1,Budget crowd-pleasers
Gufha - The President Hotel,Jayanagar,4.1,1875,1200.0,"North Indian, Afghani, Mughlai",2,Hidden gems
Cafe Vivacity,Banashankari,3.8,90,650.0,Cafe,1,Budget crowd-pleasers
Tanna's Kitchen,Kumaraswamy Layout,3.1,7,250.0,"Italian, Chinese, Street Food",0,Underperformers
Shree Mandarathi Grand,Uttarahalli,3.7,38,400.0,"South Indian, North Indian",1,Budget crowd-pleasers
Mojo Pizza - 2X Toppings,Banashankari,4.2,179,600.0,Pizza,1,Budget crowd-pleasers
Iceberg Icecreams,Basavanagudi,4.0,43,250.0,"Desserts, Ice Cream",1,Budget crowd-pleasers
South Kitchen,Basavanagudi,4.3,275,100.0,South Indian,1,Budget crowd-pleasers
Chung Wah,Jayanagar,3.7,323,850.0,"Chinese, Thai, Momos",1,Budget crowd-pleasers
Shanthi Sagar,Uttarahalli,3.1,28,400.0,"South Indian, North Indian, Chinese",0,Underperformers
Millet Mama,Basavanagudi,3.9,18,200.0,"South Indian, Healthy Food",1,Budget crowd-pleasers
Bangarpet Chat Express,Basavanagudi,3.3,6,100.0,"Street Food, Fast Food",0,Underperformers
Prems Graama Bhojanam,Jayanagar,4.3,322,400.0,South Indian,1,Budget crowd-pleasers
Java City,Jayanagar,2.6,157,450.0,"Cafe, American, Pizza",0,Underperformers
Kamat Bugle Rock,Basavanagudi,3.9,543,300.0,"South Indian, Fast Food",1,Budget crowd-pleasers
Woodee Pizza,Banashankari,3.7,180,500.0,"Cafe, Pizza, Fast Food, Beverages",1,Budget crowd-pleasers
Puliyogare Point,Basavanagudi,4.2,444,100.0,South Indian,1,Budget crowd-pleasers
Bangalore Agarwal Bhavan,Jayanagar,3.9,134,400.0,"Street Food, North Indian, South Indian",1,Budget crowd-pleasers
Rustic Stove,Jayanagar,3.8,577,900.0,"North Indian, South Indian, Biryani, Beverages",1,Budget crowd-pleasers
Udupi Ruchi Grand,Banashankari,4.2,60,200.0,"South Indian, North Indian, Chinese, Street Food",1,Budget crowd-pleasers
De Thaali,Jayanagar,3.9,144,550.0,"North Indian, Chinese, Rolls",1,Budget crowd-pleasers
Spice Elephant,Banashankari,4.1,787,800.0,"Chinese, North Indian, Thai",1,Budget crowd-pleasers
Just Thindi,Basavanagudi,3.6,16,200.0,South Indian,1,Budget crowd-pleasers
Matru Sagar,Banashankari,3.6,84,250.0,"South Indian, North Indian, Chinese",1,Budget crowd-pleasers
Vasanth Vihar - Since 1965,Banashankari,3.6,95,150.0,"South Indian, Street Food",1,Budget crowd-pleasers
Sea Spice by 7 Star,Banashankari,4.0,349,1200.0,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",2,Hidden gems
Desi Dawat,Kumaraswamy Layout,3.7,248,400.0,"North Indian, Fast Food",1,Budget crowd-pleasers
Cafe Aira,Basavanagudi,4.1,216,500.0,"Cafe, Continental, Beverages, Desserts",1,Budget crowd-pleasers
Penthouse Cafe,Banashankari,4.0,324,700.0,"Cafe, Italian, Continental",1,Budget crowd-pleasers
Mast Punjabi,Kumaraswamy Layout,2.6,231,400.0,"North Indian, Chinese, Rolls, Biryani, Kebab",0,Underperformers
South Grand,Uttarahalli,3.4,102,400.0,"South Indian, North Indian, Chinese, Beverages",0,Underperformers
Catch-up-ino,Banashankari,3.9,133,800.0,"Cafe, Fast Food, Continental, Chinese, Momos",1,Budget crowd-pleasers
The Pizzeria,Banashankari,2.8,45,800.0,"Pizza, Italian, Salad",0,Underperformers
Cafe Zone,Kumaraswamy Layout,3.9,149,300.0,"Fast Food, Chinese, Rolls",1,Budget crowd-pleasers
Ruchis Point,Banashankari,3.8,75,200.0,"Fast Food, Chinese",1,Budget crowd-pleasers
Firangi Bake,Rajarajeshwari Nagar,4.0,53,600.0,"Mexican, Italian",1,Budget crowd-pleasers
The Royal Corner - Pai Viceroy,Jayanagar,4.2,815,900.0,"North Indian, Chinese",2,Hidden gems
Hara Fine Dine,Banashankari,4.0,633,800.0,"North Indian, Chinese",1,Budget crowd-pleasers
Chocoberry,Jayanagar,3.5,56,400.0,"Ice Cream, Desserts, Beverages",0,Underperformers
Dakshin Grand,Banashankari,3.0,82,300.0,"South Indian, North Indian, Chinese, Street Food",0,Underperformers
Sandwichwallas,Jayanagar,3.7,35,200.0,Fast Food,1,Budget crowd-pleasers
Chai Mane,Basavanagudi,3.6,20,150.0,"Juices, Fast Food",1,Budget crowd-pleasers
SLV Upachar,Kumaraswamy Layout,3.1,14,250.0,"South Indian, Chinese, Street Food",0,Underperformers
Waffle-A-Go Go,Banashankari,3.9,70,400.0,"Fast Food, Desserts, Ice Cream",1,Budget crowd-pleasers
Cross Road Cafe,Jayanagar,3.9,91,300.0,"Cafe, Fast Food, Chinese",1,Budget crowd-pleasers
Anand Donne Biriyani,Jayanagar,3.6,45,200.0,Biryani,1,Budget crowd-pleasers
Seven Star,Banashankari,3.4,7,250.0,"North Indian, Chinese",0,Underperformers
Stop 'N' Joy,Banashankari,3.8,28,150.0,Fast Food,1,Budget crowd-pleasers
Sri Yaksha Shiv Sagar,Banashankari,3.6,24,600.0,"North Indian, Chinese",1,Budget crowd-pleasers
Fudge,Basavanagudi,3.8,36,200.0,"Desserts, Momos",1,Budget crowd-pleasers
Just Bunny,Jayanagar,3.5,11,200.0,Fast Food,0,Underperformers
Bakers Town,Kumaraswamy Layout,3.8,77,650.0,"Cafe, Continental, Fast Food",1,Budget crowd-pleasers
Shree Mahalakshmi Sweets,Banashankari,3.2,8,100.0,"Mithai, Street Food",0,Underperformers
Kaapi Kendra,Jayanagar,3.7,14,100.0,South Indian,1,Budget crowd-pleasers
Ivy,Kumaraswamy Layout,3.8,210,600.0,"North Indian, Chinese, Fast Food",1,Budget crowd-pleasers
The Airos,Jayanagar,4.1,130,650.0,"Cafe, Italian, Pizza",1,Budget crowd-pleasers
Chai Kraft,Jayanagar,4.1,30,100.0,"Beverages, Tea",1,Budget crowd-pleasers
Kirthi's Biryani,Banashankari,3.8,144,700.0,"Chinese, Cafe, Italian",1,Budget crowd-pleasers
South Point Pub,Basavanagudi,3.4,11,800.0,"North Indian, Seafood, Chinese",0,Underperformers
The Trundle,Jayanagar,3.7,133,700.0,"Chinese, Thai, Continental, North Indian",1,Budget crowd-pleasers
The Krishna Grand Xpress,Jayanagar,4.0,136,350.0,"South Indian, Fast Food",1,Budget crowd-pleasers
Sri Krishna Darshini,Basavanagudi,3.1,4,200.0,"South Indian, North Indian, Chinese",0,Underperformers
Shringar Sweets & Snacks,Basavanagudi,3.5,11,200.0,"Mithai, South Indian, Street Food, Fast Food",0,Underperformers
Udupi Grand,Basavanagudi,3.8,74,300.0,"South Indian, North Indian, Chinese",1,Budget crowd-pleasers
Ganesh Grand,Basavanagudi,3.7,30,300.0,"South Indian, North Indian, Desserts",1,Budget crowd-pleasers
Shreyas Upahar & Burger Point,Basavanagudi,3.0,7,200.0,"South Indian, Burger",0,Underperformers
Coffee Tindi,Banashankari,3.8,75,200.0,"Cafe, South Indian",1,Budget crowd-pleasers
Little Cafe,Basavanagudi,3.7,54,600.0,"Cafe, Beverages",1,Budget crowd-pleasers
Mumbai Badam Milk & Lassi Center,Basavanagudi,3.6,23,100.0,"Beverages, Desserts",1,Budget crowd-pleasers
Sri Krishna Sagar,Banashankari,3.2,119,400.0,"North Indian, Chinese",0,Underperformers
Mylari Biryani Family Restaurant,Banashankari,3.7,73,400.0,"Biryani, Fast Food",1,Budget crowd-pleasers
1980s Games Cafe,Basavanagudi,3.4,58,400.0,"Cafe, Fast Food",0,Underperformers
Kadala Tarangaa,Banashankari,3.6,129,600.0,"Mangalorean, Seafood, North Indian",1,Budget crowd-pleasers
Namma Biryani,Banashankari,3.6,24,250.0,"Biryani, Chinese, North Indian",1,Budget crowd-pleasers
Nandhanu's Rasoi,Kumaraswamy Layout,3.0,175,400.0,"Chinese, North Indian",0,Underperformers
Hotel Pork Paradise,Mysore Road,3.7,21,300.0,South Indian,1,Budget crowd-pleasers
As On Fire,South Bangalore,3.5,41,400.0,"Pizza, Fast Food, BBQ",0,Underperformers
J K Fish Land,Jayanagar,3.6,35,300.0,"Seafood, Mangalorean",1,Budget crowd-pleasers
Curry Leaves,Basavanagudi,4.1,176,800.0,"Andhra, North Indian, Chinese",1,Budget crowd-pleasers
Lassi Shop,Banashankari,3.5,45,300.0,"Beverages, Ice Cream, Fast Food",0,Underperformers
Magic Meals,Jayanagar,3.7,47,400.0,"Fast Food, Desserts, Beverages",1,Budget crowd-pleasers
Desi Cream Junction,Jayanagar,3.7,36,650.0,"Chinese, North Indian, Pizza, Italian",1,Budget crowd-pleasers
Drunken Monkey,Kumaraswamy Layout,3.8,52,400.0,"Beverages, Fast Food",1,Budget crowd-pleasers
Ruchi's Corner,Banashankari,2.7,123,200.0,Fast Food,0,Underperformers
Tandoori Bytes,Kumaraswamy Layout,3.6,59,700.0,North Indian,1,Budget crowd-pleasers
Bangalore Donne Biriyani,Kumaraswamy Layout,3.2,4,300.0,"South Indian, Biryani",0,Underperformers
SGS Non Veg - Gundu Pulav,Banashankari,3.8,101,400.0,"Biryani, Fast Food",1,Budget crowd-pleasers
Keventers,Banashankari,3.7,54,400.0,"Desserts, Beverages, Ice Cream",1,Budget crowd-pleasers
Navi Food Point,Basavanagudi,3.6,22,200.0,Fast Food,1,Budget crowd-pleasers
Shawarma Inc,Banashankari,3.1,31,250.0,"Rolls, Lebanese",0,Underperformers
The Cafe Nuts and Bolts,Kumaraswamy Layout,3.0,29,500.0,"Cafe, Fast Food, Chinese",0,Underperformers
AM WOW,Jayanagar,3.4,6,100.0,Beverages,0,Underperformers
Lalbagh Grand,Basavanagudi,3.0,22,250.0,"South Indian, North Indian, Chinese",0,Underperformers
Funjabi Curries,Banashankari,2.9,11,500.0,North Indian,0,Underperformers
Eat Repeat,Basavanagudi,3.9,101,150.0,South Indian,1,Budget crowd-pleasers
Salut,Jayanagar,4.1,442,1200.0,"Continental, Finger Food, Seafood, Pizza",2,Hidden gems
Nammura Donne Biriyani,Basavanagudi,3.5,155,400.0,"Biryani, Fast Food",0,Underperformers
Lassi Stop,Banashankari,3.4,12,150.0,"Beverages, Fast Food, Juices",0,Underperformers
Dakshin Kitchen,Basavanagudi,3.6,15,100.0,South Indian,1,Budget crowd-pleasers
Sri Sai Cafe,Basavanagudi,3.5,10,200.0,South Indian,0,Underperformers
Sri Sai 99 Variety Dosa,Banashankari,3.8,25,300.0,South Indian,1,Budget crowd-pleasers
Utsav Restaurant,Banashankari,3.8,61,300.0,"North Indian, Chinese",1,Budget crowd-pleasers
Crunch and Munch,Uttarahalli,3.7,23,300.0,"Chinese, Street Food, Ice Cream",1,Budget crowd-pleasers
Food Geek,Basavanagudi,3.8,25,350.0,"Sandwich, Fast Food, Rolls",1,Budget crowd-pleasers
Sri Krishna Aramane,Kumaraswamy Layout,3.7,40,200.0,"South Indian, North Indian, Chinese, Fast Food",1,Budget crowd-pleasers
Great Indian Rolls,Basavanagudi,3.3,4,100.0,Rolls,0,Underperformers
Chats Point,Basavanagudi,3.4,8,150.0,"Fast Food, Street Food",0,Underperformers
Food Point,Kumaraswamy Layout,3.5,32,300.0,"North Indian, Chinese",0,Underperformers
Swarga Ruchi,Basavanagudi,3.3,10,200.0,South Indian,0,Underperformers
Kolkata King,Basavanagudi,3.4,6,300.0,"Fast Food, Rolls",0,Underperformers
Sandwich Mama's And Frozen Monster,Jayanagar,3.8,53,250.0,"Ice Cream, Beverages, Fast Food",1,Budget crowd-pleasers
